"USAF","WBAN","STATION_NAME","CTRY","ST","CALL,,"LAT","LNG","ELEV(M)","BEGIN","END"
"999999","13980","ANTHONY                      ","US","KS","    ","+37,167","-098,083","+0402.6","19480101","19510101"
"999999","13981","CHANUTE MARTIN JOHNSON AP    ","US","KS","KCNU","+37,670","-095,484","+0308.2","19480101","19650101"
"999999","13982","CHILLICOTHE                  ","US","MO","    ","+39,783","-093,500","+0232.9","19480101","19510101"
"999999","13983","COLUMBIA MUNICIPAL AP        ","US","MO","COU ","+38,967","-092,367","+0237.1","19450101","19691101"
"999999","13984","CONCORDIA BLOSSER MUNI AP    ","US","KS","KCNK","+39,551","-097,651","+0452.3","19480101","19721231"
"999999","13985","DODGE CITY MUNICIPAL ARPT    ","US","KS","KDDC","+37,769","-099,968","+0790.0","19480101","19721231"
"999999","13986","HUTCHINSON MUNICIPAL AP      ","US","KS","KHUT","+38,065","-097,861","+0470.0","19480101","19511231"
"999999","13987","JOPLIN MUNICIPAL AP          ","US","MO","KJLN","+37,147","-094,502","+0300.2","19480101","19550101"
"999999","13988","KANSAS CITY MUNICIPAL AP     ","US","MO","KMKC","+39,121","-094,597","+0228.6","19650101","19721001"
"999999","13989","EMPORIA MUNICIPAL AP         ","US","KS","KEMP","+38,329","-096,195","+0367.6","19501101","19550101"
"999999","13990","LEBO CAA AIRPORT             ","US","KS","    ","+38,433","-095,800","+0352.0","19480501","19501001"
"999999","13991","MARSHALL                     ","US","MO","    ","+39,117","-093,217","+0240.8","19480101","19500501"
"999999","13992","NEW FLORENCE                 ","US","MO","    ","+38,883","-091,433","+0269.1","19480101","19500501"
"999999","13993","ST JOSEPH WBO                ","US","MO","KSTJ","+39,774","-094,923","+0249.3","19480101","19721231"
"999999","13994","ST LOUIS LAMBERT INT'L ARPT  ","US","MO","KSTL","+38,753","-090,374","+0216.4","19450101","19721231"
"999999","13995","SPRINGFIELD MUNICIPAL ARPT   ","US","MO","KSGF","+37,240","-093,390","+0387.1","19480101","19721231"
"999999","13996","TOPEKA MUNICIPAL AP          ","US","KS","KTOP","+39,073","-095,626","+0269.7","19480101","19721231"
"999999","13997","VICHY ROLLA NATL ARPT        ","US","MO","KVIH","+38,131","-091,768","+0346.6","19480101","19650101"
"999999","13998","WICHITA                      ","US","KS","    ","+37,683","-097,350","+0387.1","19480101","19540101"
"999999","13999","CLINTON NAS                  ","US","OK","KCLK","+35,538","-098,933","+0492.3","19450201","19460515"
"999999","14601","DOW AFB                      ","US","ME","BGR ","+44,800","-068,817","+0052.1","19490101","19710101"
"999999","14605","AUGUSTA AIRPORT              ","US","ME","KAUG","+44,316","-069,797","+0109.7","19490101","19550101"
"999999","14606","BANGOR AIRPORT               ","US","ME","KBGR","+44,798","-068,819","+0058.5","19720201","19721231"
"999999","14607","CARIBOU MUNICIPAL ARPT       ","US","ME","KCAR","+46,871","-068,017","+0190.2","19480101","19721231"
"999999","14608","EASTPORT                     ","US","ME","KEPO","+44,917","-067,000","+0028.0","19480101","19480403"
"999999","14610","MILLINOCKET MUNICIPAL AP     ","US","ME","KMLT","+45,648","-068,693","+0122.5","19490101","19650101"
"999999","14611","BRUNSWICK NAS                ","US","ME","KNHZ","+43,900","-069,933","+0022.9","19450201","19721231"
"999999","14622","OLD TOWN FAA AIRPORT         ","US","ME","KOLD","+44,950","-068,667","+0041.1","19490101","19720201"
"999999","14623","LORING AFB                   ","US","ME","KLIZ","+46,950","-067,883","+0221.0","19710101","19710101"
"999999","14657","GEORGES SHOALS AFS           ","US","MA","    ","+41,683","-067,783","+0025.9","19560312","19630625"
"999999","14658","NANTUCKET SHOALS AFS         ","US","MA","    ","+41,017","-069,500","+0027.1","19570410","19630625"
"999999","14697","CUTLER                       ","US","ME","    ","+44,633","-067,283","+0025.9","19800301","19801231"
"999999","14707","GROTON AAF                   ","US","CT","KGON","+41,328","-072,049","+0003.0","19500601","19631231"
"999999","14708","HEMPSTEAD MITCHELL FLD AFB   ","US","NY","    ","+40,733","-073,600","+0038.1","19490101","19610416"
"999999","14710","MANCHESTER MUNICIPAL AP      ","US","NH","KMHT","+42,933","-071,438","+0070.7","19490101","19680624"
"999999","14732","NEW YORK LAGUARDIA ARPT      ","US","NY","KLGA","+40,779","-073,880","+0009.4","19480701","19721231"
"999999","14733","BUFFALO BUFFALO ARPT         ","US","NY","KBUF","+42,941","-078,736","+0214.9","19720101","19721231"
"999999","14734","NEWARK INTERNATIONAL ARPT    ","US","NJ","KEWR","+40,683","-074,169","+0009.1","19480101","19721231"
"999999","14735","ALBANY COUNTY AP             ","US","NY","KALB","+42,743","-073,809","+0089.0","19450101","19721231"
"999999","14736","ALTOONA BLAIR CO ARPT        ","US","PA","KAOO","+40,296","-078,320","+0447.8","19490201","19550101"
"999999","14737","ALLENTOWN BETHLEHEM-EASTON AR","US","PA","KABE","+40,651","-075,449","+0117.3","19480101","19721231"
"999999","14738","BINGHAMTON TRI-CITIES ARPT   ","US","NY","    ","+42,083","-076,100","+0253.9","19480101","19510701"
"999999","14740","HARTFORD BRADLEY INTL AP     ","US","CT","KBDL","+41,938","-072,683","+0054.6","19490101","19721231"
"999999","14741","BROOKVILLE FAA AP            ","US","PA","    ","+41,150","-079,100","+0427.0","19490101","19590101"
"999999","14742","BURLNGTN ETAN ALN AP         ","US","VT","KBTV","+44,468","-073,150","+0103.6","19650101","19721231"
"999999","14743","CANTON 4 SE                  ","US","NY","    ","+44,583","-075,117","+0121.9","19460101","19501031"
"999999","14745","CONCORD MUNICIPAL ARPT       ","US","NH","KCON","+43,195","-071,501","+0105.5","19480101","19721231"
"999999","14746","CURWENSVILLE                 ","US","PA","    ","+41,050","-078,583","+0675.1","19480101","19520416"
"999999","14747","DUNKIRK CHAUTAUQUA CO AP     ","US","NY","KDKK","+42,493","-079,272","+0211.2","19490101","19540101"
"999999","14748","ELMIRA AIRPORT               ","US","NY","KELM","+42,159","-076,892","+0290.8","19490201","19550101"
"999999","14749","FORT PLAIN WB AP             ","US","NY","    ","+42,967","-074,667","+0217.0","19480101","19480901"
"999999","14750","GLENS FALLS AP               ","US","NY","KGFL","+43,350","-073,617","+0101.5","19490201","19550101"
"999999","14751","HARRISBURG STATE ARPT        ","US","PA","KCXY","+40,217","-076,851","+0105.8","19650101","19721231"
"999999","14752","HARTFORD BRAINARD FD         ","US","CT","KHFD","+41,736","-072,651","+0005.8","19450101","19540810"
"999999","14753","BLUE HILL OBSERVATORY        ","US","MA","    ","+42,212","-071,114","+0190.5","19981001","19991231"
"999999","14754","TOBYHANNA                    ","US","PA","7TB ","+41,183","-075,417","+0594.4","19480101","19481001"
"999999","14757","POUGHKEEPSIE DUTCHESS CO AP  ","US","NY","KPOU","+41,627","-073,884","+0049.4","19490101","19550101"
"999999","14758","NEW HAVEN TWEED AIRPORT      ","US","CT","KHVN","+41,264","-072,887","+0004.0","19480101","19690601"
"999999","14760","PARK PLACE 1 NW WB           ","US","PA","PKL ","+40,850","-076,117","+0591.0","19480101","19540610"
"999999","14761","PHILIPSBURG MID-STATE ARPT   ","US","PA","KPSB","+40,900","-078,083","+0593.8","19480101","20041231"
"999999","14762","PITTSBURGH ALLEGHENY CO AP   ","US","PA","KAGC","+40,355","-079,922","+0388.0","19450101","19520915"
"999999","14763","PITTSFIELD MUNICIPAL AP      ","US","MA","KPSF","+42,427","-073,289","+0363.9","19480101","20051231"
"999999","14764","PORTLAND INTL JETPORT        ","US","ME","KPWM","+43,650","-070,300","+0019.2","19480101","19721231"
"999999","14765","PROVIDENCE T F GREEN ARPT    ","US","RI","KPVD","+41,722","-071,433","+0018.9","19480101","19721231"
"999999","14768","ROCHESTER MONROE CO ARPT     ","US","NY","KROC","+43,117","-077,677","+0169.2","19480101","19721231"
"999999","14770","SELINSGROVE PENN VALLEY AP   ","US","PA","KSEG","+40,821","-076,864","+0137.2","19490201","19550101"
"999999","14771","SYRACUSE MUNICIPL AP         ","US","NY","KSYR","+43,111","-076,104","+0127.1","19650101","19721231"
"999999","14772","TICONDEROGA 3 NE             ","US","NY","    ","+43,883","-073,400","+0064.0","19480101","19480915"
"999999","14774","UTICA CAA AP                 ","US","NY","    ","+43,167","-075,317","+0163.1","19490101","19501125"
"999999","14775","WESTFIELD BARNES MUNI AP     ","US","MA","KBAF","+42,158","-072,716","+0082.6","19490101","19520502"
"999999","14776","LEBANON MUNICIPAL            ","US","NH","KLEB","+43,626","-072,305","+0173.7","19490101","19590101"
"999999","14777","WILKES-BARRE SCRANTON AP     ","US","PA","KAVP","+41,334","-075,727","+0293.2","19490101","19721231"
"999999","14778","WILLIAMSPORT-LYCOMING COUNTY ","US","PA","KIPT","+41,243","-076,922","+0160.0","19480701","19721231"
"999999","14780","LAKEHURST NAS                ","US","NJ","KNEL","+40,033","-074,350","+0031.4","19450201","19721231"
"999999","14781","AYER                         ","US","MA","    ","+42,567","-071,600","+0082.0","19450301","19450930"
"999999","14784","LEWISTON NAAF                ","US","ME","    ","+44,050","-070,250","+0082.9","19450301","19450501"
"999999","14786","NEW YORK FLOYD BENNE         ","US","NY","NSC ","+40,583","-073,883","+0004.9","19450401","19701101"
"999999","14788","QUONSET POINT NAS            ","US","RI","    ","+41,583","-071,417","+0009.1","19450301","19740405"
"999999","14789","SQUANTUM NAS                 ","US","MA","    ","+42,267","-071,033","+0004.9","19480201","19531220"
"999999","14790","SOUTH WEYMOUTH NAS           ","US","MA","KNZW","+42,150","-070,933","+0049.4","19460401","20041231"
"999999","14792","TRENTON MERCER COUNTY AP     ","US","NJ","KTTN","+40,277","-074,816","+0064.9","19450220","19451001"
"999999","14793","WILLOW GROVE NAS             ","US","PA","KNXX","+40,200","-075,150","+0110.3","19450201","19721201"
"999999","14797","BEAR MOUNTAIN WB             ","US","NY","    ","+41,317","-074,000","+0396.8","19480101","19530515"
"999999","14799","BLOCK ISLAND                 ","US","RI","BID ","+41,167","-071,567","+0013.1","19480101","19490611"
"999999","14804","MOUNT CLEMENS SELFRIDGE FLD  ","US","MI","KMTC","+42,608","-082,818","+0176.8","19361201","19361231"
"999999","14808","OSCODA WURTSMITH AAF         ","US","MI","KOSC","+44,450","-083,400","+0193.2","19710101","19710101"
"999999","14810","PARK RIDGE AF                ","US","IL","    ","+41,983","-087,900","+0203.0","19490101","19581101"
"999999","14812","MERCER WB AP                 ","US","PA","    ","+41,283","-080,200","+0394.1","19480101","19480915"
"999999","14813","AKRON FULTON INTERNATIONAL AP","US","OH","KAKR","+41,038","-081,464","+0335.6","19480101","19480701"
"999999","14814","ALPENA WASTEWATER PL         ","US","MI","KAPE","+45,067","-083,433","+0179.8","19480101","19490101"
"999999","14815","BATTLE CREEK KELLOGG AP      ","US","MI","KBTL","+42,308","-085,251","+0286.2","19490101","19550101"
"999999","14816","BRADFORD                     ","US","IL","BDF ","+41,233","-089,617","+0242.0","19481201","19550101"
"999999","14817","CADILLAC WEXFORD CO AP       ","US","MI","KCAD","+44,283","-085,417","+0398.4","19481201","19550101"
"999999","14819","CHICAGO MIDWAY AP            ","US","IL","KMDW","+41,786","-087,752","+0188.4","19480101","19721231"
"999999","14820","CLEVELAND HOPKINS INTL AP    ","US","OH","KCLE","+41,405","-081,853","+0245.4","19480101","19721231"
"999999","14821","COLUMBUS MUNICIPAL ARPT      ","US","OH","KCMH","+39,991","-082,881","+0248.7","19480101","19721231"
"999999","14822","DETROIT CITY AIRPORT         ","US","MI","KDET","+42,409","-083,010","+0190.8","19480101","19721231"
"999999","14823","EAST LIVERPOOL WB AP         ","US","OH","    ","+40,683","-080,633","+0355.1","19480101","19480901"
"999999","14825","FINDLAY AIRPORT              ","US","OH","KFDY","+41,014","-083,669","+0247.5","19481201","19550101"
"999999","14826","FLINT BISHOP ARPT            ","US","MI","KFNT","+42,967","-083,749","+0233.5","19481201","19721231"
"999999","14827","FORT WAYNE CITY              ","US","IN","KFWA","+40,971","-085,206","+0252.4","19650101","19721231"
"999999","14828","GLADWIN                      ","US","MI","    ","+43,983","-084,483","+0236.2","19481201","19550101"
"999999","14829","GOSHEN MUNICIPAL AP          ","US","IN","KGSH","+41,533","-085,783","+0252.1","19481201","19550101"
"999999","14830","GRAND RAPIDS                 ","US","MI","    ","+42,900","-085,667","+0213.1","19450101","19631201"
"999999","14831","GREEN BAY                    ","US","WI","    ","+44,517","-087,967","+0182.0","19480101","19490101"
"999999","14833","JACKSON REYNOLDS FIELD       ","US","MI","KJXN","+42,267","-084,467","+0310.9","19490101","19550101"
"999999","14834","JOLIET                       ","US","IL","KJOT","+41,500","-088,167","+0177.1","19460101","19530315"
"999999","14835","WEST LAFAYETTE PURDUE UNIV AP","US","IN","KLAF","+40,412","-086,937","+0194.2","19481201","19550101"
"999999","14836","LANSING CAPITAL CITY ARPT    ","US","MI","KLAN","+42,780","-084,579","+0266.4","19480101","19721231"
"999999","14837","MADISON TRUAX FIELD          ","US","WI","KMSN","+43,141","-089,345","+0264.0","19650101","19721231"
"999999","14838","MARQUETTE WBO                ","US","MI","    ","+46,567","-087,400","+0206.3","19480101","19490101"
"999999","14839","MILWAUKEE NB SIDE PO         ","US","WI","KMKE","+42,955","-087,904","+0211.2","19650101","19721231"
"999999","14840","MUSKEGON COUNTY ARPT         ","US","MI","KMKG","+43,171","-086,237","+0192.9","19480101","19721231"
"999999","14841","PELLSTON EMMET COUNTY AP     ","US","MI","KPLN","+45,564","-084,793","+0217.9","19480101","19550101"
"999999","14842","PEORIA GREATER PEORIA AP     ","US","IL","KPIA","+40,668","-089,684","+0201.8","19480101","19721231"
"999999","14843","PERRY CAA AP                 ","US","OH","    ","+41,783","-081,100","+0210.9","19481201","19500122"
"999999","14844","ROCKFORD CAA AIRPORT         ","US","IL","    ","+42,350","-089,050","+0225.9","19481201","19510301"
"999999","14845","SAGINAW TRI CITY INTL AP     ","US","MI","KMBS","+43,533","-084,080","+0204.2","19481201","19650101"
"999999","14848","SOUTH BEND ST JOSEPH CO ARPT ","US","IN","KSBN","+41,707","-086,316","+0235.6","19480101","19721231"
"999999","14849","TOLEDO WBAS                  ","US","OH","    ","+41,567","-083,467","+0193.9","19460101","19550112"
"999999","14850","TRAVERSE CITY CHERRY CAPITAL ","US","MI","KTVC","+44,741","-085,583","+0192.0","19481201","19721231"
"999999","14851","MARQUETTE K I SAWYER AP      ","US","MI","    ","+46,350","-087,400","+0360.0","19491201","19551130"
"999999","14852","YOUNGSTOWN MUNICIPAL ARPT    ","US","OH","KYNG","+41,254","-080,674","+0361.5","19650101","19721231"
"999999","14853","DETROIT WILLOW RUN AP        ","US","MI","KYIP","+42,233","-083,533","+0218.2","19480101","19681001"
"999999","14855","NAVAL AIR STATION            ","US","IL","    ","+42,083","-087,833","+0196.9","19450315","20031231"
"999999","14856","GROSSE ILE NAS               ","US","MI","NFB ","+42,100","-083,167","+0180.1","19450301","19691001"
"999999","14857","TRAVERSE CITY                ","US","MI","    ","+44,717","-085,550","+0189.9","19450201","19451023"
"999999","14858","HANCOCK HOUGHTON CO AP       ","US","MI","KCMX","+47,169","-088,489","+0328.9","19480101","19650101"
"999999","14859","GRAND MARAIS 2 E             ","US","MI","    ","+46,667","-085,950","+0190.2","19481201","19550101"
"999999","14860","ERIE INTERNATIONAL AP        ","US","PA","KERI","+42,080","-080,183","+0224.6","19480101","19721231"
"999999","14891","MANSFIELD LAHM AP            ","US","OH","KMFD","+40,820","-082,518","+0399.9","19481201","19721231"
"999999","14894","WHEELING OHIO COUNTY AP      ","US","WV","KHLG","+40,176","-080,647","+0364.2","19490201","19530814"
"999999","14895","AKRON AKRON-CANTON AIRPORT   ","US","OH","KCAK","+40,917","-081,433","+0376.7","19480701","19721231"
"999999","14896","AKRON NAS                    ","US","OH","    ","+41,033","-081,483","+0323.1","19520101","19571130"
"999999","14897","WAUSAU MUNICIPAL ARPT        ","US","WI","KAUW","+44,929","-089,628","+0364.5","19491111","19650101"
"999999","14898","GREEN BAY AUSTIN STRAUBEL FIE","US","WI","KGRB","+44,479","-088,137","+0214.0","19490901","19721231"
"999999","14904","LINCOLN AFB                  ","US","NE","LNK ","+40,850","-096,767","+0356.0","19540701","19640615"
"999999","14910","ALEXANDRIA MUNICIPAL AP      ","US","MN","KAXN","+45,868","-095,394","+0436.2","19481201","19550101"
